customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_sum,segment
C252489,606,1,1200.32,2,3,4,234,9,At Risk
C252556,463,1,7502.0,3,3,5,335,11,Loyal
C252571,672,1,7502.0,1,3,5,135,9,At Risk
C252638,676,1,300.08,1,3,2,132,6,At Risk
C252676,161,1,1016.5,4,3,3,433,10,Loyal
C252719,660,1,1016.5,1,3,3,133,7,At Risk
C253002,64,1,26250.0,5,3,5,535,13,Loyal
C253009,295,1,83.68,4,3,1,431,8,Potential
C253077,590,1,4200.0,2,3,4,234,9,At Risk
C253089,96,1,2700.7200000000003,5,3,4,534,12,Loyal
C253092,316,1,1200.32,3,3,4,334,10,Loyal
C253143,671,1,187.68,1,3,2,132,6,At Risk
C253234,523,1,60.6,2,3,1,231,6,At Risk
C253290,658,1,5.23,1,3,1,131,5,At Risk
C253317,343,1,1200.32,3,3,4,334,10,Loyal
C253509,658,1,2400.68,1,3,4,134,8,At Risk
C253568,692,1,300.08,1,3,2,132,6,At Risk
C253653,6,1,4801.28,5,3,4,534,12,Loyal
C253936,24,1,4801.28,5,3,4,534,12,Loyal
C254007,375,1,1200.32,3,3,4,334,10,Loyal
C254022,505,1,365.94,2,3,3,233,8,At Risk
C254235,671,1,130.75,1,3,2,132,6,At Risk
C254260,284,1,300.08,4,3,2,432,9,Potential
C254407,163,1,7502.0,4,3,5,435,12,Loyal
C254454,610,1,7502.0,2,3,5,235,10,At Risk
C254457,45,1,378.75,5,3,3,533,11,Loyal
C254541,772,1,4801.28,1,3,4,134,8,At Risk
C254675,312,1,650.56,3,3,3,333,9,Loyal
C254729,237,1,2700.7200000000003,4,3,4,434,11,Loyal
C254791,438,1,293.25,3,3,2,332,8,Potential
C254897,123,1,322.56,5,3,3,533,11,Loyal
C254906,403,1,7502.0,3,3,5,335,11,Loyal
C254929,181,1,5.23,4,3,1,431,8,Potential
C254948,222,1,573.44,4,3,3,433,10,Loyal
C255004,235,1,4801.28,4,3,4,434,11,Loyal
C255093,171,1,300.08,4,3,2,432,9,Potential
C255109,764,1,7502.0,1,3,5,135,9,At Risk
C255155,723,1,365.94,1,3,3,133,7,At Risk
C255379,503,1,9602.72,2,3,5,235,10,At Risk
C255455,723,1,4801.28,1,3,4,134,8,At Risk
C255498,449,1,16800.0,3,3,5,335,11,Loyal
C255508,370,1,136.35000000000002,3,3,2,332,8,Potential
C255635,525,1,47.07,2,3,1,231,6,At Risk
C255747,198,1,2700.7200000000003,4,3,4,434,11,Loyal
C255794,386,1,4801.28,3,3,4,334,10,Loyal
C255841,322,1,300.08,3,3,2,332,8,Potential
C255862,759,1,1200.32,1,3,4,134,8,At Risk
C255947,283,1,15004.25,4,3,5,435,12,Loyal
C255970,563,1,60.6,2,3,1,231,6,At Risk
C256072,202,1,365.94,4,3,3,433,10,Loyal
C256193,83,1,1016.5,5,3,3,533,11,Loyal
C256280,88,1,365.94,5,3,3,533,11,Loyal
C256289,306,1,47.07,4,3,1,431,8,Potential
C256297,652,1,83.68,1,3,1,131,5,At Risk
C256299,251,1,9450.0,4,3,5,435,12,Loyal
C256374,676,1,47.07,1,3,1,131,5,At Risk
C256414,768,1,2700.7200000000003,1,3,4,134,8,At Risk
C256452,718,1,162.64,1,3,2,132,6,At Risk
C256456,408,1,143.36,3,3,2,332,8,Potential
C256484,703,1,143.36,1,3,2,132,6,At Risk
C256567,763,1,300.08,1,3,2,132,6,At Risk
C256673,532,1,7502.0,2,3,5,235,10,At Risk
C256752,94,1,1016.5,5,3,3,533,11,Loyal
C256771,128,1,1200.32,5,3,4,534,12,Loyal
C256781,352,1,2400.68,3,3,4,334,10,Loyal
C256922,629,1,35.84,2,3,1,231,6,At Risk
C256999,797,1,300.08,1,3,2,132,6,At Risk
C257082,792,1,40.66,1,3,1,131,5,At Risk
C257185,710,1,7502.0,1,3,5,135,9,At Risk
C257191,446,1,1200.32,3,3,4,334,10,Loyal
C257206,93,1,47.07,5,3,1,531,9,Potential
C257732,120,1,1016.5,5,3,3,533,11,Loyal
C257755,745,1,143.36,1,3,2,132,6,At Risk
C257855,208,1,60.6,4,3,1,431,8,Potential
C257943,570,1,2400.68,2,3,4,234,9,At Risk
C257991,346,1,300.08,3,3,2,332,8,Potential
C258015,185,1,9602.72,4,3,5,435,12,Loyal
C258066,574,1,4801.28,2,3,4,234,9,At Risk
C258102,733,1,1200.32,1,3,4,134,8,At Risk
C258200,625,1,40.66,2,3,1,231,6,At Risk
C258239,335,1,20.92,3,3,1,331,7,Potential
C258356,741,1,20.92,1,3,1,131,5,At Risk
C258369,263,1,7502.0,4,3,5,435,12,Loyal
C258498,760,1,1200.32,1,3,4,134,8,At Risk
C258520,89,1,896.0,5,3,3,533,11,Loyal
C258540,574,1,573.44,2,3,3,233,8,At Risk
C258625,111,1,300.08,5,3,2,532,10,Potential
C258752,42,1,1200.32,5,3,4,534,12,Loyal
C259065,579,1,2700.7200000000003,2,3,4,234,9,At Risk
C259110,406,1,242.4,3,3,2,332,8,Potential
C259145,421,1,7502.0,3,3,5,335,11,Loyal
C259212,152,1,300.08,5,3,2,532,10,Potential
C259236,497,1,40.66,2,3,1,231,6,At Risk
C259285,750,1,143.36,1,3,2,132,6,At Risk
C259341,40,1,40.66,5,3,1,531,9,Potential
C259425,545,1,83.68,2,3,1,231,6,At Risk
C259491,393,1,162.64,3,3,2,332,8,Potential
C259554,692,1,365.94,1,3,3,133,7,At Risk
C259581,134,1,35.84,5,3,1,531,9,Potential
C259617,11,1,2700.7200000000003,5,3,4,534,12,Loyal
C259706,506,1,7502.0,2,3,5,235,10,At Risk
C259725,370,1,5.23,3,3,1,331,7,Potential
C259860,160,1,4200.0,5,3,4,534,12,Loyal
C259882,485,1,573.44,2,3,3,233,8,At Risk
C259923,273,1,322.56,4,3,3,433,10,Loyal
C259944,364,1,15004.25,3,3,5,335,11,Loyal
C259946,511,1,293.25,2,3,2,232,7,At Risk
C259987,595,1,242.4,2,3,2,232,7,At Risk
C260139,520,1,130.75,2,3,2,232,7,At Risk
C260145,678,1,136.35000000000002,1,3,2,132,6,At Risk
C260163,456,1,573.44,3,3,3,333,9,Loyal
C260259,442,1,365.94,3,3,3,333,9,Loyal
C260290,544,1,896.0,2,3,3,233,8,At Risk
C260298,258,1,40.66,4,3,1,431,8,Potential
C260392,216,1,2700.7200000000003,4,3,4,434,11,Loyal
C260433,453,1,83.68,3,3,1,331,7,Potential
C260468,92,1,15004.25,5,3,5,535,13,Loyal
C260472,545,1,40.66,2,3,1,231,6,At Risk
C260490,656,1,11.73,1,3,1,131,5,At Risk
C260498,53,1,40.66,5,3,1,531,9,Potential
C260525,183,1,4801.28,4,3,4,434,11,Loyal
C260563,326,1,162.64,3,3,2,332,8,Potential
C260581,308,1,2700.7200000000003,4,3,4,434,11,Loyal
C260702,687,1,4801.28,1,3,4,134,8,At Risk
C260762,28,1,7502.0,5,3,5,535,13,Loyal
C260791,762,1,7502.0,1,3,5,135,9,At Risk
C260828,439,1,16800.0,3,3,5,335,11,Loyal
C261127,637,1,16800.0,2,3,5,235,10,At Risk
C261194,74,1,365.94,5,3,3,533,11,Loyal
C261235,292,1,1016.5,4,3,3,433,10,Loyal
C261253,288,1,2700.7200000000003,4,3,4,434,11,Loyal
C261283,93,1,187.68,5,3,2,532,10,Potential
C261309,117,1,2700.7200000000003,5,3,4,534,12,Loyal
C261361,754,1,1050.0,1,3,3,133,7,At Risk
C261418,387,1,1200.32,3,3,4,334,10,Loyal
C261427,630,1,4801.28,2,3,4,234,9,At Risk
C261522,5,1,1200.32,5,3,4,534,12,Loyal
C261653,312,1,83.68,3,3,1,331,7,Potential
C261677,150,1,2700.7200000000003,5,3,4,534,12,Loyal
C261762,695,1,4801.28,1,3,4,134,8,At Risk
C261767,284,1,1200.32,4,3,4,434,11,Loyal
C261852,221,1,4200.0,4,3,4,434,11,Loyal
C261870,738,1,650.56,1,3,3,133,7,At Risk
C261972,512,1,7502.0,2,3,5,235,10,At Risk
C261988,344,1,40.66,3,3,1,331,7,Potential
C262083,83,1,5401.53,5,3,5,535,13,Loyal
C262110,531,1,4801.28,2,3,4,234,9,At Risk
C262131,417,1,40.66,3,3,1,331,7,Potential
C262151,511,1,600.17,2,3,3,233,8,At Risk
C262245,429,1,5401.53,3,3,5,335,11,Loyal
C262302,83,1,40.66,5,3,1,531,9,Potential
C262359,11,1,11.73,5,3,1,531,9,Potential
C262462,686,1,300.08,1,3,2,132,6,At Risk
C262512,479,1,143.36,2,3,2,232,7,At Risk
C262590,310,1,4801.28,3,3,4,334,10,Loyal
C262612,235,1,26250.0,4,3,5,435,12,Loyal
C262621,698,1,2700.7200000000003,1,3,4,134,8,At Risk
C262629,245,1,46.92,4,3,1,431,8,Potential
C262752,80,1,7502.0,5,3,5,535,13,Loyal
C262969,794,1,4801.28,1,3,4,134,8,At Risk
C263177,202,1,365.94,4,3,3,433,10,Loyal
C263274,627,1,1016.5,2,3,3,233,8,At Risk
C263300,447,1,11.73,3,3,1,331,7,Potential
C263312,65,1,1200.32,5,3,4,534,12,Loyal
C263392,429,1,15.15,3,3,1,331,7,Potential
C263451,297,1,896.0,4,3,3,433,10,Loyal
C263729,322,1,242.4,3,3,2,332,8,Potential
C263761,99,1,47.07,5,3,1,531,9,Potential
C263791,456,1,136.35000000000002,3,3,2,332,8,Potential
C263847,229,1,5.23,4,3,1,431,8,Potential
C263854,202,1,162.64,4,3,2,432,9,Potential
C263867,249,1,300.08,4,3,2,432,9,Potential
C263874,701,1,300.08,1,3,2,132,6,At Risk
C263896,550,1,143.36,2,3,2,232,7,At Risk
C263920,189,1,573.44,4,3,3,433,10,Loyal
C264247,169,1,365.94,4,3,3,433,10,Loyal
C264279,184,1,1016.5,4,3,3,433,10,Loyal
C264310,607,1,300.08,2,3,2,232,7,At Risk
C264460,724,1,83.68,1,3,1,131,5,At Risk
C264567,125,1,7502.0,5,3,5,535,13,Loyal
C264577,160,1,573.44,5,3,3,533,11,Loyal
C264736,106,1,4801.28,5,3,4,534,12,Loyal
C264794,186,1,4801.28,4,3,4,434,11,Loyal
C264822,462,1,322.56,3,3,3,333,9,Loyal
C264902,331,1,136.35000000000002,3,3,2,332,8,Potential
C264940,434,1,105.57,3,3,2,332,8,Potential
C265098,160,1,896.0,5,3,3,533,11,Loyal
C265180,120,1,4801.28,5,3,4,534,12,Loyal
C265212,390,1,1016.5,3,3,3,333,9,Loyal
C265214,212,1,40.66,4,3,1,431,8,Potential
C265373,119,1,600.17,5,3,3,533,11,Loyal
C265458,25,1,83.68,5,3,1,531,9,Potential
C265546,220,1,4801.28,4,3,4,434,11,Loyal
C265568,445,1,20.92,3,3,1,331,7,Potential
C265572,408,1,15004.25,3,3,5,335,11,Loyal
C265636,716,1,47.07,1,3,1,131,5,At Risk
C265650,782,1,47.07,1,3,1,131,5,At Risk
C265661,1,1,5401.53,5,3,5,535,13,Loyal
C265675,728,1,293.25,1,3,2,132,6,At Risk
C265692,553,1,15004.25,2,3,5,235,10,At Risk
C265764,430,1,162.64,3,3,2,332,8,Potential
C265858,192,1,4801.28,4,3,4,434,11,Loyal
C265995,677,1,300.08,1,3,2,132,6,At Risk
C266019,698,1,2700.7200000000003,1,3,4,134,8,At Risk
C266021,362,1,293.25,3,3,2,332,8,Potential
C266073,446,1,4801.28,3,3,4,334,10,Loyal
C266145,120,1,896.0,5,3,3,533,11,Loyal
C266194,49,1,35.84,5,3,1,531,9,Potential
C266198,794,1,4801.28,1,3,4,134,8,At Risk
C266210,126,1,7502.0,5,3,5,535,13,Loyal
C266213,424,1,300.08,3,3,2,332,8,Potential
C266223,301,1,300.08,4,3,2,432,9,Potential
C266273,555,1,20.92,2,3,1,231,6,At Risk
C266317,748,1,11.73,1,3,1,131,5,At Risk
C266338,584,1,300.08,2,3,2,232,7,At Risk
C266339,637,1,1016.5,2,3,3,233,8,At Risk
C266350,612,1,2400.68,2,3,4,234,9,At Risk
C266423,594,1,1016.5,2,3,3,233,8,At Risk
C266480,392,1,7502.0,3,3,5,335,11,Loyal
C266543,734,1,9602.72,1,3,5,135,9,At Risk
C266643,64,1,40.66,5,3,1,531,9,Potential
C266661,209,1,650.56,4,3,3,433,10,Loyal
C266838,137,1,105.57,5,3,2,532,10,Potential
C266888,407,1,1200.32,3,3,4,334,10,Loyal
C266941,374,1,378.75,3,3,3,333,9,Loyal
C266956,695,1,7502.0,1,3,5,135,9,At Risk
C267095,70,1,7502.0,5,3,5,535,13,Loyal
C267149,572,1,600.17,2,3,3,233,8,At Risk
C267354,151,1,2400.68,5,3,4,534,12,Loyal
C267387,282,1,47.07,4,3,1,431,8,Potential
C267438,793,1,7502.0,1,3,5,135,9,At Risk
C267492,38,1,9602.72,5,3,5,535,13,Loyal
C267495,481,1,35.84,2,3,1,231,6,At Risk
C267675,713,1,7502.0,1,3,5,135,9,At Risk
C267741,326,1,35.84,3,3,1,331,7,Potential
C267766,755,1,105.57,1,3,2,132,6,At Risk
C267771,401,1,365.94,3,3,3,333,9,Loyal
C267793,84,1,896.0,5,3,3,533,11,Loyal
C267828,99,1,1200.32,5,3,4,534,12,Loyal
C267887,723,1,26250.0,1,3,5,135,9,At Risk
C267895,723,1,1016.5,1,3,3,133,7,At Risk
C267943,73,1,573.44,5,3,3,533,11,Loyal
C267953,457,1,365.94,3,3,3,333,9,Loyal
C267978,352,1,2700.7200000000003,3,3,4,334,10,Loyal
C267980,674,1,47.07,1,3,1,131,5,At Risk
C268047,330,1,1200.32,3,3,4,334,10,Loyal
C268064,618,1,1200.32,2,3,4,234,9,At Risk
C268120,87,1,83.68,5,3,1,531,9,Potential
C268173,514,1,162.64,2,3,2,232,7,At Risk
C268432,465,1,15.15,3,3,1,331,7,Potential
C268477,393,1,365.94,3,3,3,333,9,Loyal
C268515,120,1,83.68,5,3,1,531,9,Potential
C268560,49,1,162.64,5,3,2,532,10,Potential
C268598,387,1,365.94,3,3,3,333,9,Loyal
C268603,435,1,1200.32,3,3,4,334,10,Loyal
C268608,320,1,1200.32,3,3,4,334,10,Loyal
C268745,584,1,130.75,2,3,2,232,7,At Risk
C268772,473,1,1200.32,3,3,4,334,10,Loyal
C268802,292,1,1200.32,4,3,4,434,11,Loyal
C268861,653,1,15.15,1,3,1,131,5,At Risk
C269026,486,1,4801.28,2,3,4,234,9,At Risk
C269368,225,1,162.64,4,3,2,432,9,Potential
C269464,781,1,1200.32,1,3,4,134,8,At Risk
C269601,182,1,9602.72,4,3,5,435,12,Loyal
C269625,739,1,1200.32,1,3,4,134,8,At Risk
C269627,793,1,130.75,1,3,2,132,6,At Risk
C269638,148,1,4801.28,5,3,4,534,12,Loyal
C269652,528,1,7502.0,2,3,5,235,10,At Risk
C269721,359,1,47.07,3,3,1,331,7,Potential
C269926,132,1,15004.25,5,3,5,535,13,Loyal
C270008,57,1,365.94,5,3,3,533,11,Loyal
C270095,286,1,1050.0,4,3,3,433,10,Loyal
C270097,676,1,130.75,1,3,2,132,6,At Risk
C270215,512,1,130.75,2,3,2,232,7,At Risk
C270266,711,1,4801.28,1,3,4,134,8,At Risk
C270347,308,1,2700.7200000000003,4,3,4,434,11,Loyal
C270353,681,1,4801.28,1,3,4,134,8,At Risk
C270432,92,1,5401.53,5,3,5,535,13,Loyal
C270538,56,1,4801.28,5,3,4,534,12,Loyal
C270653,116,1,896.0,5,3,3,533,11,Loyal
C270663,500,1,7502.0,2,3,5,235,10,At Risk
C270684,369,1,2700.7200000000003,3,3,4,334,10,Loyal
C270690,144,1,2700.7200000000003,5,3,4,534,12,Loyal
C270730,130,1,130.75,5,3,2,532,10,Potential
C270760,656,1,47.07,1,3,1,131,5,At Risk
C270765,713,1,378.75,1,3,3,133,7,At Risk
C270819,29,1,83.68,5,3,1,531,9,Potential
C270821,602,1,15004.25,2,3,5,235,10,At Risk
C270888,100,1,105.57,5,3,2,532,10,Potential
C270944,73,1,4801.28,5,3,4,534,12,Loyal
C270954,258,1,650.56,4,3,3,433,10,Loyal
C271037,179,1,1200.32,4,3,4,434,11,Loyal
C271067,318,1,2400.68,3,3,4,334,10,Loyal
C271159,331,1,2400.68,3,3,4,334,10,Loyal
C271205,754,1,7502.0,1,3,5,135,9,At Risk
C271285,640,1,300.08,2,3,2,232,7,At Risk
C271317,94,1,7502.0,5,3,5,535,13,Loyal
C271397,125,1,300.08,5,3,2,532,10,Potential
C271522,442,1,300.08,3,3,2,332,8,Potential
C271544,636,1,83.68,2,3,1,231,6,At Risk
C271609,741,1,2700.7200000000003,1,3,4,134,8,At Risk
C271672,768,1,322.56,1,3,3,133,7,At Risk
C271992,743,1,130.75,1,3,2,132,6,At Risk
C272036,449,1,300.08,3,3,2,332,8,Potential
C272093,451,1,365.94,3,3,3,333,9,Loyal
C272147,243,1,4801.28,4,3,4,434,11,Loyal
C272164,786,1,5401.53,1,3,5,135,9,At Risk
C272338,226,1,896.0,4,3,3,433,10,Loyal
C272341,95,1,40.66,5,3,1,531,9,Potential
C272390,194,1,1016.5,4,3,3,433,10,Loyal
C272410,57,1,7502.0,5,3,5,535,13,Loyal
C272590,419,1,1200.32,3,3,4,334,10,Loyal
C272598,442,1,293.25,3,3,2,332,8,Potential
C272662,40,1,162.64,5,3,2,532,10,Potential
C272779,562,1,47.07,2,3,1,231,6,At Risk
C272867,36,1,600.17,5,3,3,533,11,Loyal
C272877,322,1,130.75,3,3,2,332,8,Potential
C273076,730,1,1016.5,1,3,3,133,7,At Risk
C273188,137,1,300.08,5,3,2,532,10,Potential
C273326,758,1,20.92,1,3,1,131,5,At Risk
C273331,765,1,40.66,1,3,1,131,5,At Risk
C273388,573,1,35.84,2,3,1,231,6,At Risk
C273423,290,1,40.66,4,3,1,431,8,Potential
C273491,680,1,47.07,1,3,1,131,5,At Risk
C273560,308,1,1200.32,4,3,4,434,11,Loyal
C273594,91,1,20.92,5,3,1,531,9,Potential
C273645,671,1,130.75,1,3,2,132,6,At Risk
C273650,694,1,46.92,1,3,1,131,5,At Risk
C273739,727,1,896.0,1,3,3,133,7,At Risk
C273940,184,1,46.92,4,3,1,431,8,Potential
C274005,624,1,2700.7200000000003,2,3,4,234,9,At Risk
C274031,649,1,293.25,1,3,2,132,6,At Risk
C274092,45,1,365.94,5,3,3,533,11,Loyal
C274099,141,1,7502.0,5,3,5,535,13,Loyal
C274101,756,1,300.08,1,3,2,132,6,At Risk
C274104,13,1,5401.53,5,3,5,535,13,Loyal
C274169,133,1,2700.7200000000003,5,3,4,534,12,Loyal
C274211,655,1,7502.0,1,3,5,135,9,At Risk
C274249,739,1,11.73,1,3,1,131,5,At Risk
C274338,108,1,2700.7200000000003,5,3,4,534,12,Loyal
C274364,323,1,4801.28,3,3,4,334,10,Loyal
C274418,598,1,293.25,2,3,2,232,7,At Risk
C274424,457,1,1200.32,3,3,4,334,10,Loyal
C274478,781,1,365.94,1,3,3,133,7,At Risk
C274610,147,1,650.56,5,3,3,533,11,Loyal
C274701,669,1,2400.68,1,3,4,134,8,At Risk
C274908,517,1,143.36,2,3,2,232,7,At Risk
C274919,639,1,11.73,2,3,1,231,6,At Risk
C274933,376,1,16800.0,3,3,5,335,11,Loyal
C275049,319,1,46.92,3,3,1,331,7,Potential
C275082,553,1,300.08,2,3,2,232,7,At Risk
C275084,102,1,7502.0,5,3,5,535,13,Loyal
C275146,609,1,1200.32,2,3,4,234,9,At Risk
C275419,610,1,4801.28,2,3,4,234,9,At Risk
C275423,160,1,1016.5,5,3,3,533,11,Loyal
C275432,674,1,162.64,1,3,2,132,6,At Risk
C275514,222,1,4801.28,4,3,4,434,11,Loyal
C275605,399,1,1016.5,3,3,3,333,9,Loyal
C275691,563,1,20.92,2,3,1,231,6,At Risk
C275938,145,1,26250.0,5,3,5,535,13,Loyal
C275963,250,1,187.68,4,3,2,432,9,Potential
C276152,790,1,1200.32,1,3,4,134,8,At Risk
C276219,152,1,300.08,5,3,2,532,10,Potential
C276277,722,1,2700.7200000000003,1,3,4,134,8,At Risk
C276293,21,1,5.23,5,3,1,531,9,Potential
C276337,442,1,378.75,3,3,3,333,9,Loyal
C276382,45,1,2700.7200000000003,5,3,4,534,12,Loyal
C276489,320,1,4801.28,3,3,4,334,10,Loyal
C276576,199,1,162.64,4,3,2,432,9,Potential
C276603,574,1,40.66,2,3,1,231,6,At Risk
C276615,655,1,378.75,1,3,3,133,7,At Risk
C276633,188,1,1200.32,4,3,4,434,11,Loyal
C276667,52,1,7502.0,5,3,5,535,13,Loyal
C276849,352,1,9450.0,3,3,5,335,11,Loyal
C276917,188,1,1200.32,4,3,4,434,11,Loyal
C276932,122,1,365.94,5,3,3,533,11,Loyal
C276940,455,1,136.35000000000002,3,3,2,332,8,Potential
C277000,152,1,162.64,5,3,2,532,10,Potential
C277050,6,1,378.75,5,3,3,533,11,Loyal
C277066,331,1,9602.72,3,3,5,335,11,Loyal
C277082,49,1,15004.25,5,3,5,535,13,Loyal
C277381,227,1,1200.32,4,3,4,434,11,Loyal
C277406,710,1,40.66,1,3,1,131,5,At Risk
C277467,676,1,130.75,1,3,2,132,6,At Risk
C277491,399,1,300.08,3,3,2,332,8,Potential
C277498,27,1,573.44,5,3,3,533,11,Loyal
C277514,510,1,5401.53,2,3,5,235,10,At Risk
C277535,81,1,242.4,5,3,2,532,10,Potential
C277573,360,1,365.94,3,3,3,333,9,Loyal
C277635,311,1,26250.0,3,3,5,335,11,Loyal
C277665,661,1,600.17,1,3,3,133,7,At Risk
C277670,302,1,11.73,4,3,1,431,8,Potential
C277686,586,1,4801.28,2,3,4,234,9,At Risk
C277820,550,1,4801.28,2,3,4,234,9,At Risk
C278058,744,1,300.08,1,3,2,132,6,At Risk
C278100,455,1,4801.28,3,3,4,334,10,Loyal
C278108,320,1,40.66,3,3,1,331,7,Potential
C278171,615,1,573.44,2,3,3,233,8,At Risk
C278178,122,1,365.94,5,3,3,533,11,Loyal
C278202,109,1,20.92,5,3,1,531,9,Potential
C278250,219,1,162.64,4,3,2,432,9,Potential
C278262,354,1,300.08,3,3,2,332,8,Potential
C278392,218,1,35.84,4,3,1,431,8,Potential
C278466,626,1,322.56,2,3,3,233,8,At Risk
C278484,212,1,2700.7200000000003,4,3,4,434,11,Loyal
C278505,513,1,40.66,2,3,1,231,6,At Risk
C278511,61,1,650.56,5,3,3,533,11,Loyal
C278523,344,1,130.75,3,3,2,332,8,Potential
C278534,430,1,7502.0,3,3,5,335,11,Loyal
C278709,373,1,15004.25,3,3,5,335,11,Loyal
C278804,627,1,322.56,2,3,3,233,8,At Risk
C278952,284,1,300.08,4,3,2,432,9,Potential
C279076,555,1,650.56,2,3,3,233,8,At Risk
C279145,224,1,47.07,4,3,1,431,8,Potential
C279158,16,1,1200.32,5,3,4,534,12,Loyal
C279170,320,1,573.44,3,3,3,333,9,Loyal
C279207,11,1,15.15,5,3,1,531,9,Potential
C279227,85,1,573.44,5,3,3,533,11,Loyal
C279229,302,1,9602.72,4,3,5,435,12,Loyal
C279238,66,1,2700.7200000000003,5,3,4,534,12,Loyal
C279281,10,1,1200.32,5,3,4,534,12,Loyal
C279291,184,1,650.56,4,3,3,433,10,Loyal
C279478,251,1,1200.32,4,3,4,434,11,Loyal
C279491,170,1,40.66,4,3,1,431,8,Potential
C279500,643,1,1200.32,1,3,4,134,8,At Risk
C279552,587,1,187.68,2,3,2,232,7,At Risk
C279555,103,1,20.92,5,3,1,531,9,Potential
C279576,640,1,105.57,2,3,2,232,7,At Risk
C279615,782,1,365.94,1,3,3,133,7,At Risk
C279646,715,1,5.23,1,3,1,131,5,At Risk
C279860,85,1,187.68,5,3,2,532,10,Potential
C279948,647,1,46.92,1,3,1,131,5,At Risk
C280015,787,1,9602.72,1,3,5,135,9,At Risk
C280038,774,1,20.92,1,3,1,131,5,At Risk
C280056,739,1,4801.28,1,3,4,134,8,At Risk
C280058,405,1,300.08,3,3,2,332,8,Potential
C280063,529,1,143.36,2,3,2,232,7,At Risk
C280068,379,1,5.23,3,3,1,331,7,Potential
C280102,756,1,20.92,1,3,1,131,5,At Risk
C280178,75,1,300.08,5,3,2,532,10,Potential
C280230,238,1,5.23,4,3,1,431,8,Potential
C280283,581,1,293.25,2,3,2,232,7,At Risk
C280302,256,1,9602.72,4,3,5,435,12,Loyal
C280362,727,1,300.08,1,3,2,132,6,At Risk
C280379,273,1,300.08,4,3,2,432,9,Potential
C280479,231,1,300.08,4,3,2,432,9,Potential
C280489,746,1,1050.0,1,3,3,133,7,At Risk
C280522,368,1,143.36,3,3,2,332,8,Potential
C280628,354,1,9602.72,3,3,5,335,11,Loyal
C280645,696,1,105.57,1,3,2,132,6,At Risk
C280665,49,1,378.75,5,3,3,533,11,Loyal
C280825,528,1,47.07,2,3,1,231,6,At Risk
C280886,209,1,300.08,4,3,2,432,9,Potential
C280989,604,1,2700.7200000000003,2,3,4,234,9,At Risk
C281048,734,1,162.64,1,3,2,132,6,At Risk
C281079,289,1,143.36,4,3,2,432,9,Potential
C281138,156,1,162.64,5,3,2,532,10,Potential
C281140,328,1,35.84,3,3,1,331,7,Potential
C281177,325,1,573.44,3,3,3,333,9,Loyal
C281365,324,1,300.08,3,3,2,332,8,Potential
C281431,277,1,650.56,4,3,3,433,10,Loyal
C281454,641,1,300.08,2,3,2,232,7,At Risk
C281458,509,1,293.25,2,3,2,232,7,At Risk
C281468,669,1,378.75,1,3,3,133,7,At Risk
C281497,793,1,1016.5,1,3,3,133,7,At Risk
C281635,243,1,322.56,4,3,3,433,10,Loyal
C281729,382,1,365.94,3,3,3,333,9,Loyal
C281777,548,1,83.68,2,3,1,231,6,At Risk
C281843,342,1,1200.32,3,3,4,334,10,Loyal
C281888,440,1,2700.7200000000003,3,3,4,334,10,Loyal
C282071,218,1,1200.32,4,3,4,434,11,Loyal
C282163,363,1,4801.28,3,3,4,334,10,Loyal
C282188,489,1,4200.0,2,3,4,234,9,At Risk
C282217,531,1,2400.68,2,3,4,234,9,At Risk
C282234,385,1,650.56,3,3,3,333,9,Loyal
C282307,660,1,300.08,1,3,2,132,6,At Risk
C282309,527,1,16800.0,2,3,5,235,10,At Risk
C282362,513,1,2700.7200000000003,2,3,4,234,9,At Risk
C282432,784,1,105.57,1,3,2,132,6,At Risk
C282504,573,1,7502.0,2,3,5,235,10,At Risk
C282529,308,1,4801.28,4,3,4,434,11,Loyal
C282749,175,1,1200.32,4,3,4,434,11,Loyal
C282785,327,1,40.66,3,3,1,331,7,Potential
C282842,402,1,300.08,3,3,2,332,8,Potential
C282847,603,1,573.44,2,3,3,233,8,At Risk
C282863,536,1,300.08,2,3,2,232,7,At Risk
C282899,499,1,650.56,2,3,3,233,8,At Risk
C283001,261,1,2700.7200000000003,4,3,4,434,11,Loyal
C283156,629,1,46.92,2,3,1,231,6,At Risk
C283182,371,1,1200.32,3,3,4,334,10,Loyal
C283263,638,1,47.07,2,3,1,231,6,At Risk
C283288,463,1,9602.72,3,3,5,335,11,Loyal
C283371,99,1,5401.53,5,3,5,535,13,Loyal
C283409,304,1,600.17,4,3,3,433,10,Loyal
C283436,738,1,300.08,1,3,2,132,6,At Risk
C283497,485,1,2700.7200000000003,2,3,4,234,9,At Risk
C283521,592,1,573.44,2,3,3,233,8,At Risk
C283847,175,1,83.68,4,3,1,431,8,Potential
C283898,196,1,2400.68,4,3,4,434,11,Loyal
C283950,514,1,7502.0,2,3,5,235,10,At Risk
C284008,45,1,600.17,5,3,3,533,11,Loyal
C284047,686,1,1200.32,1,3,4,134,8,At Risk
C284162,672,1,1200.32,1,3,4,134,8,At Risk
C284182,788,1,7502.0,1,3,5,135,9,At Risk
C284233,273,1,7502.0,4,3,5,435,12,Loyal
C284317,738,1,1200.32,1,3,4,134,8,At Risk
C284369,172,1,2700.7200000000003,4,3,4,434,11,Loyal
