invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I715916,C470809,Male,69,Shoes,1,600.17,Debit Card,19/10/2021,Kanyon
I149440,C719586,Male,23,Shoes,1,600.17,Cash,19/01/2022,Forum Istanbul
I188481,C136641,Female,32,Cosmetics,1,40.66,Cash,5/12/2022,Istinye Park
I248080,C204282,Female,62,Shoes,3,1800.51,Credit Card,20/12/2022,Kanyon
I571218,C296011,Male,26,Toys,5,179.2,Credit Card,19/11/2022,Viaport Outlet
I770599,C182876,Female,56,Cosmetics,1,40.66,Credit Card,21/02/2023,Metrocity
I129120,C792556,Female,33,Cosmetics,4,162.64,Cash,27/01/2022,Mall of Istanbul
I301473,C711787,Male,61,Clothing,5,1500.4,Debit Card,31/10/2022,Mall of Istanbul
I248541,C166671,Male,54,Clothing,3,900.24,Credit Card,25/07/2021,Viaport Outlet
I298340,C129651,Male,63,Clothing,1,300.08,Cash,18/02/2022,Metropol AVM
I314915,C122535,Male,61,Toys,3,107.52,Cash,10/3/2021,Cevahir AVM
I103920,C216711,Female,38,Cosmetics,3,121.98,Cash,22/01/2022,Emaar Square Mall
I134984,C272338,Female,56,Toys,5,179.2,Debit Card,26/07/2022,Mall of Istanbul
I153815,C692313,Female,25,Cosmetics,4,162.64,Credit Card,8/6/2021,Istinye Park
I258481,C443265,Male,21,Clothing,5,1500.4,Cash,27/08/2022,Viaport Outlet
I316834,C959200,Female,62,Clothing,3,900.24,Cash,11/2/2022,Istinye Park
I827522,C204773,Female,57,Shoes,2,1200.34,Debit Card,23/10/2022,Metropol AVM
I229717,C175236,Female,54,Food & Beverage,1,5.23,Cash,20/06/2021,Mall of Istanbul
I311185,C188089,Male,20,Shoes,2,1200.34,Cash,12/6/2021,Istinye Park
I562511,C126767,Male,37,Souvenir,5,58.65,Credit Card,7/1/2021,Mall of Istanbul
I779393,C203737,Male,31,Clothing,2,600.16,Credit Card,3/9/2021,Mall of Istanbul
I200488,C326024,Male,49,Books,3,45.45,Cash,29/01/2022,Metrocity
I887029,C326842,Male,42,Clothing,5,1500.4,Cash,16/04/2021,Istinye Park
I338227,C769054,Male,18,Clothing,2,600.16,Cash,16/02/2022,Metropol AVM
I247678,C119033,Male,35,Cosmetics,3,121.98,Credit Card,30/01/2022,Istinye Park
I730389,C139772,Female,65,Souvenir,4,46.92,Cash,2/7/2021,Mall of Istanbul
I337557,C302259,Female,30,Clothing,4,1200.32,Debit Card,12/12/2022,Mall of Istanbul
I220254,C150486,Female,25,Clothing,2,600.16,Cash,30/06/2021,Viaport Outlet
I132849,C261653,Male,28,Food & Beverage,4,20.92,Credit Card,1/5/2022,Forum Istanbul
I273202,C162266,Male,43,Technology,3,3150,Cash,8/6/2021,Mall of Istanbul
I545075,C146311,Male,64,Clothing,1,300.08,Credit Card,1/6/2022,Kanyon
I901255,C670692,Female,22,Cosmetics,4,162.64,Debit Card,30/09/2022,Metrocity
I321136,C158309,Female,27,Toys,5,179.2,Credit Card,12/5/2022,Forum Istanbul
I317456,C501134,Male,54,Technology,5,5250,Debit Card,29/06/2022,Mall of Istanbul
I749355,C191537,Female,23,Cosmetics,4,162.64,Cash,20/01/2021,Mall of Istanbul
I112323,C868420,Male,61,Clothing,1,300.08,Credit Card,25/05/2021,Metropol AVM
I140842,C862887,Male,19,Technology,1,1050,Credit Card,12/7/2021,Zorlu Center
I282056,C262083,Female,22,Shoes,3,1800.51,Debit Card,16/12/2022,Istinye Park
I338892,C496355,Female,48,Shoes,1,600.17,Credit Card,5/12/2021,Metrocity
I276086,C539454,Female,63,Clothing,3,900.24,Credit Card,24/08/2022,Forum Istanbul
I116748,C576741,Female,56,Clothing,3,900.24,Debit Card,26/10/2021,Kanyon
I379405,C384910,Female,33,Food & Beverage,5,26.15,Credit Card,10/3/2022,Kanyon
I332335,C873852,Male,47,Clothing,1,300.08,Debit Card,7/10/2022,Emaar Square Mall
I246745,C194081,Female,50,Books,3,45.45,Cash,1/1/2022,Kanyon
I237371,C109043,Male,57,Clothing,2,600.16,Cash,6/2/2022,Mall of Istanbul
I408639,C211246,Male,28,Food & Beverage,2,10.46,Credit Card,23/11/2021,Viaport Outlet
I305680,C759116,Female,29,Toys,4,143.36,Credit Card,22/06/2021,Viaport Outlet
I129106,C762378,Female,45,Food & Beverage,5,26.15,Cash,12/7/2022,Kanyon
I325407,C109264,Female,21,Clothing,3,900.24,Debit Card,14/02/2023,Metropol AVM
I215511,C134733,Male,32,Food & Beverage,1,5.23,Credit Card,10/3/2022,Metropol AVM
I214006,C274919,Female,42,Souvenir,1,11.73,Cash,8/6/2021,Istinye Park
I136973,C293581,Male,64,Cosmetics,2,81.32,Cash,25/02/2021,Zorlu Center
I181952,C320109,Female,66,Food & Beverage,4,20.92,Debit Card,25/06/2022,Metrocity
I120361,C137676,Female,18,Food & Beverage,1,5.23,Cash,12/11/2021,Kanyon
I335039,C209245,Male,36,Souvenir,1,11.73,Cash,9/5/2022,Istinye Park
I710480,C335250,Male,28,Food & Beverage,3,15.69,Credit Card,24/08/2022,Mall of Istanbul
I978259,C334884,Male,35,Food & Beverage,1,5.23,Debit Card,24/04/2021,Metropol AVM
I199967,C222899,Male,22,Clothing,3,900.24,Debit Card,2/7/2022,Metrocity
I380929,C235920,Female,63,Food & Beverage,5,26.15,Debit Card,18/10/2022,Mall of Istanbul
I465835,C316323,Female,46,Books,5,75.75,Credit Card,22/12/2022,Metropol AVM
I163708,C622077,Male,32,Souvenir,2,23.46,Credit Card,15/01/2023,Metropol AVM
I165396,C307537,Male,25,Toys,3,107.52,Cash,19/07/2021,Viaport Outlet
I231246,C160861,Male,38,Shoes,4,2400.68,Credit Card,27/05/2022,Metrocity
I337010,C170466,Male,46,Food & Beverage,4,20.92,Credit Card,4/1/2023,Metropol AVM
I369017,C149233,Male,64,Shoes,1,600.17,Cash,20/05/2022,Kanyon
I224729,C946807,Female,52,Clothing,2,600.16,Credit Card,24/02/2021,Cevahir AVM
I418366,C420359,Male,46,Clothing,5,1500.4,Credit Card,6/2/2023,Kanyon
I279280,C287612,Female,39,Cosmetics,4,162.64,Cash,30/10/2022,Metrocity
I289619,C733709,Male,64,Toys,4,143.36,Debit Card,9/4/2022,Emaar Square Mall
I133663,C261309,Female,68,Clothing,3,900.24,Cash,12/11/2022,Kanyon
I312172,C166952,Female,38,Books,1,15.15,Cash,24/01/2022,Mall of Istanbul
I258993,C156508,Male,53,Souvenir,1,11.73,Cash,15/04/2021,Mall of Istanbul
I257490,C285706,Female,58,Shoes,2,1200.34,Cash,10/8/2022,Kanyon
I332043,C288390,Male,67,Toys,3,107.52,Credit Card,15/09/2021,Istinye Park
I212009,C306656,Female,55,Clothing,2,600.16,Debit Card,3/6/2022,Metrocity
I484615,C886459,Male,21,Toys,2,71.68,Debit Card,5/1/2023,Mall of Istanbul
I250419,C912322,Female,20,Cosmetics,2,81.32,Debit Card,25/06/2022,Istinye Park
I247380,C624134,Female,56,Clothing,3,900.24,Cash,20/01/2023,Kanyon
I536372,C311865,Male,49,Cosmetics,3,121.98,Cash,31/08/2021,Mall of Istanbul
I191026,C712220,Female,37,Clothing,1,300.08,Credit Card,9/2/2023,Mall of Istanbul
I275741,C116808,Female,27,Technology,5,5250,Credit Card,13/12/2021,Emaar Square Mall
I719571,C279576,Female,62,Souvenir,3,35.19,Credit Card,7/6/2021,Kanyon
I319982,C265373,Female,45,Shoes,1,600.17,Credit Card,10/11/2022,Metrocity
I118288,C662330,Female,47,Cosmetics,3,121.98,Credit Card,30/04/2021,Zorlu Center
I143816,C413305,Female,32,Food & Beverage,1,5.23,Cash,2/12/2022,Zorlu Center
I518356,C160244,Male,26,Clothing,1,300.08,Cash,21/12/2022,Istinye Park
I284672,C337478,Female,52,Food & Beverage,5,26.15,Cash,22/02/2021,Metrocity
I344830,C906385,Male,66,Toys,1,35.84,Cash,21/09/2022,Zorlu Center
I241592,C142882,Female,52,Clothing,4,1200.32,Cash,23/03/2021,Metropol AVM
I156583,C314750,Female,52,Food & Beverage,4,20.92,Credit Card,30/09/2022,Metropol AVM
I448603,C343699,Female,25,Clothing,5,1500.4,Credit Card,6/1/2023,Metrocity
I266952,C199012,Female,64,Clothing,2,600.16,Debit Card,23/08/2021,Mall of Istanbul
I192505,C932692,Female,63,Shoes,2,1200.34,Cash,7/6/2022,Kanyon
I200581,C809889,Female,20,Books,4,60.6,Credit Card,7/7/2021,Mall of Istanbul
I195968,C414054,Male,38,Shoes,3,1800.51,Debit Card,5/12/2022,Zorlu Center
I314013,C236256,Female,25,Cosmetics,4,162.64,Credit Card,7/1/2021,Forum Istanbul
I194577,C171426,Male,37,Technology,1,1050,Debit Card,3/4/2021,Metropol AVM
I792460,C308027,Female,39,Toys,5,179.2,Credit Card,7/5/2021,Istinye Park
I751767,C483012,Female,37,Toys,5,179.2,Credit Card,11/7/2022,Viaport Outlet
I309683,C334422,Female,24,Clothing,5,1500.4,Debit Card,28/04/2021,Emaar Square Mall
I236999,C482903,Female,63,Cosmetics,1,40.66,Credit Card,9/5/2022,Mall of Istanbul
I761196,C217064,Male,56,Toys,2,71.68,Credit Card,11/5/2022,Mall of Istanbul
I114537,C613110,Male,27,Books,1,15.15,Cash,25/03/2021,Istinye Park
I851848,C157138,Female,27,Shoes,1,600.17,Debit Card,10/11/2021,Forum Istanbul
I261537,C135649,Female,41,Clothing,2,600.16,Cash,29/01/2023,Istinye Park
I323959,C195297,Female,34,Clothing,3,900.24,Credit Card,9/2/2021,Mall of Istanbul
I184093,C302635,Female,37,Toys,1,35.84,Cash,9/10/2021,Forum Istanbul
I170934,C183716,Male,51,Clothing,3,900.24,Credit Card,12/11/2021,Mall of Istanbul
I500743,C257185,Male,51,Clothing,5,1500.4,Credit Card,29/03/2021,Kanyon
I122976,C319886,Female,26,Clothing,4,1200.32,Debit Card,4/4/2021,Cevahir AVM
I103273,C116129,Male,38,Food & Beverage,4,20.92,Debit Card,13/11/2022,Metropol AVM
I163128,C201680,Female,60,Cosmetics,5,203.3,Debit Card,7/1/2022,Emaar Square Mall
I333228,C162877,Female,36,Clothing,2,600.16,Credit Card,1/11/2021,Metrocity
I262412,C655580,Female,42,Souvenir,1,11.73,Credit Card,15/10/2022,Metropol AVM
I309865,C337971,Male,36,Clothing,2,600.16,Cash,8/8/2022,Zorlu Center
I107195,C295977,Male,60,Clothing,3,900.24,Cash,6/4/2022,Metropol AVM
I256679,C108702,Female,40,Shoes,4,2400.68,Credit Card,23/02/2021,Mall of Istanbul
I295022,C339414,Male,62,Clothing,4,1200.32,Credit Card,24/11/2021,Kanyon
I177572,C314560,Male,50,Food & Beverage,4,20.92,Debit Card,15/03/2021,Cevahir AVM
I176385,C322015,Female,22,Cosmetics,5,203.3,Debit Card,26/06/2021,Mall of Istanbul
I330945,C934775,Female,18,Food & Beverage,2,10.46,Cash,20/07/2022,Metropol AVM
I881259,C260472,Female,57,Cosmetics,1,40.66,Cash,10/9/2021,Mall of Istanbul
I230071,C939013,Female,51,Clothing,3,900.24,Debit Card,9/4/2021,Metrocity
I308429,C496005,Female,58,Toys,4,143.36,Debit Card,30/06/2022,Metrocity
I326123,C315915,Female,57,Cosmetics,1,40.66,Cash,15/10/2022,Forum Istanbul
I151660,C319491,Female,52,Cosmetics,4,162.64,Credit Card,17/10/2021,Metrocity
I180684,C268477,Female,38,Cosmetics,3,121.98,Cash,9/2/2022,Kanyon
I108211,C222182,Female,58,Shoes,2,1200.34,Cash,3/7/2021,Emaar Square Mall
I818916,C254791,Female,62,Souvenir,5,58.65,Credit Card,26/12/2021,Mall of Istanbul
I207306,C121320,Male,63,Clothing,4,1200.32,Credit Card,4/1/2022,Metrocity
I247565,C164163,Female,60,Toys,4,143.36,Cash,10/4/2021,Viaport Outlet
I209239,C215939,Male,54,Books,2,30.3,Credit Card,26/01/2021,Zorlu Center
I337551,C419636,Female,28,Clothing,1,300.08,Debit Card,24/01/2021,Metropol AVM
I332466,C201221,Female,36,Clothing,5,1500.4,Cash,23/01/2023,Kanyon
I298403,C308132,Female,41,Clothing,4,1200.32,Credit Card,22/01/2022,Metrocity
I299810,C272598,Male,32,Souvenir,5,58.65,Credit Card,22/12/2021,Kanyon
I608733,C115087,Male,65,Shoes,3,1800.51,Cash,8/3/2023,Metrocity
I215088,C241191,Male,20,Clothing,5,1500.4,Debit Card,8/9/2022,Metrocity
I260709,C392816,Male,18,Food & Beverage,1,5.23,Cash,1/6/2022,Metrocity
I561353,C152904,Female,58,Toys,3,107.52,Cash,10/11/2022,Metrocity
I322934,C204074,Female,63,Shoes,4,2400.68,Debit Card,30/03/2022,Istinye Park
I503611,C110201,Female,45,Cosmetics,3,121.98,Credit Card,24/11/2021,Cevahir AVM
I284614,C910832,Male,52,Cosmetics,4,162.64,Cash,5/3/2023,Metrocity
I280851,C165087,Male,65,Food & Beverage,2,10.46,Debit Card,7/3/2023,Kanyon
I456499,C233408,Female,29,Food & Beverage,2,10.46,Cash,27/03/2021,Forum Istanbul
I813160,C109086,Female,37,Cosmetics,4,162.64,Cash,18/05/2022,Metropol AVM
I133834,C110963,Female,35,Shoes,3,1800.51,Credit Card,4/1/2021,Kanyon
I270008,C196368,Female,36,Shoes,1,600.17,Cash,4/12/2021,Istinye Park
I106538,C331783,Female,22,Cosmetics,2,81.32,Cash,20/05/2022,Kanyon
I213330,C305545,Male,55,Cosmetics,2,81.32,Cash,6/3/2022,Zorlu Center
I869428,C158061,Female,26,Clothing,5,1500.4,Credit Card,25/07/2021,Metrocity
I416429,C988403,Female,57,Clothing,1,300.08,Debit Card,9/2/2023,Mall of Istanbul
I131834,C270954,Female,35,Cosmetics,4,162.64,Cash,24/06/2022,Metrocity
I315074,C204644,Male,39,Food & Beverage,5,26.15,Cash,4/7/2022,Mall of Istanbul
I236908,C160141,Male,40,Clothing,4,1200.32,Cash,1/12/2021,Istinye Park
I229270,C331193,Male,34,Clothing,2,600.16,Debit Card,7/8/2022,Metrocity
I291584,C222873,Male,63,Clothing,1,300.08,Cash,9/7/2022,Metrocity
I220444,C298485,Female,25,Food & Beverage,1,5.23,Debit Card,26/04/2022,Kanyon
I289550,C142628,Male,51,Technology,5,5250,Cash,23/05/2021,Kanyon
I733490,C290147,Female,65,Cosmetics,3,121.98,Cash,20/01/2023,Kanyon
I316198,C321310,Female,54,Food & Beverage,1,5.23,Cash,26/11/2022,Mall of Istanbul
I119243,C185685,Female,26,Food & Beverage,2,10.46,Credit Card,10/5/2022,Forum Istanbul
I309216,C279646,Male,32,Food & Beverage,1,5.23,Cash,24/03/2021,Emaar Square Mall
I133047,C265212,Female,35,Cosmetics,5,203.3,Debit Card,12/2/2022,Kanyon
I109617,C252719,Female,47,Cosmetics,5,203.3,Credit Card,18/05/2021,Mall of Istanbul
I308617,C503683,Female,60,Shoes,4,2400.68,Credit Card,22/10/2021,Kanyon
I330762,C234795,Male,43,Souvenir,2,23.46,Cash,31/05/2021,Mall of Istanbul
I343064,C103388,Female,32,Souvenir,4,46.92,Cash,27/08/2021,Kanyon
I567932,C266338,Female,42,Clothing,1,300.08,Credit Card,2/8/2021,Istinye Park
I822543,C102775,Male,33,Cosmetics,5,203.3,Debit Card,25/04/2022,Mall of Istanbul
I237565,C239283,Female,61,Clothing,1,300.08,Debit Card,2/6/2022,Metrocity
I827749,C175551,Female,67,Toys,1,35.84,Cash,8/7/2021,Metropol AVM
I289690,C185940,Male,46,Food & Beverage,3,15.69,Cash,18/04/2022,Mall of Istanbul
I217289,C124766,Female,19,Toys,4,143.36,Credit Card,8/2/2021,Istinye Park
I100366,C296054,Female,69,Clothing,1,300.08,Debit Card,5/7/2021,Cevahir AVM
I317568,C140882,Female,66,Clothing,1,300.08,Debit Card,7/5/2022,Metropol AVM
I288716,C117904,Male,59,Technology,3,3150,Credit Card,25/04/2021,Emaar Square Mall
I209193,C104877,Male,63,Technology,2,2100,Cash,15/01/2023,Mall of Istanbul
I268746,C195856,Male,43,Cosmetics,2,81.32,Cash,30/08/2022,Emaar Square Mall
I330738,C301527,Male,69,Food & Beverage,5,26.15,Cash,28/06/2022,Metropol AVM
I527706,C239488,Male,46,Clothing,3,900.24,Debit Card,13/02/2022,Kanyon
I141318,C198279,Male,33,Cosmetics,3,121.98,Debit Card,4/11/2022,Kanyon
I228872,C240830,Female,42,Clothing,4,1200.32,Cash,12/6/2022,Forum Istanbul
I137742,C338707,Female,34,Cosmetics,5,203.3,Credit Card,19/05/2021,Cevahir AVM
I153468,C813874,Female,51,Clothing,3,900.24,Credit Card,25/09/2022,Viaport Outlet
I231815,C162487,Female,31,Food & Beverage,2,10.46,Credit Card,4/2/2023,Kanyon
I215758,C236332,Female,50,Toys,2,71.68,Cash,1/8/2022,Kanyon
I116083,C843827,Male,65,Toys,4,143.36,Cash,22/05/2021,Mall of Istanbul
I132097,C331611,Female,51,Cosmetics,4,162.64,Cash,20/03/2022,Zorlu Center
I482469,C402058,Male,32,Books,3,45.45,Debit Card,12/2/2022,Mall of Istanbul
I319913,C165707,Male,21,Clothing,2,600.16,Credit Card,24/04/2022,Metropol AVM
I270680,C279555,Male,28,Food & Beverage,2,10.46,Debit Card,26/11/2022,Kanyon
I341800,C132054,Female,22,Clothing,3,900.24,Credit Card,10/4/2022,Kanyon
I526423,C151109,Female,43,Clothing,1,300.08,Cash,28/06/2022,Kanyon
I228081,C332977,Male,68,Food & Beverage,1,5.23,Cash,17/05/2021,Metropol AVM
I194561,C270821,Male,41,Shoes,5,3000.85,Cash,15/07/2021,Mall of Istanbul
I719339,C168537,Male,47,Cosmetics,4,162.64,Debit Card,26/04/2021,Zorlu Center
I457859,C106742,Male,44,Cosmetics,4,162.64,Debit Card,8/11/2022,Metrocity
I103044,C367741,Female,48,Clothing,5,1500.4,Cash,13/06/2021,Viaport Outlet
I496377,C178004,Female,32,Clothing,1,300.08,Credit Card,13/02/2022,Mall of Istanbul
I340242,C238275,Male,66,Clothing,5,1500.4,Cash,12/5/2022,Mall of Istanbul
I300031,C134031,Male,61,Clothing,2,600.16,Credit Card,21/10/2021,Mall of Istanbul
I282097,C182773,Female,46,Cosmetics,2,81.32,Cash,2/11/2021,Kanyon
I182136,C111928,Male,46,Clothing,2,600.16,Cash,18/06/2022,Kanyon
I332679,C251387,Female,68,Clothing,3,900.24,Debit Card,19/01/2022,Mall of Istanbul
I470519,C439437,Male,49,Technology,1,1050,Cash,23/01/2023,Kanyon
I124180,C332213,Male,30,Food & Beverage,4,20.92,Credit Card,18/12/2022,Zorlu Center
I171425,C197415,Female,62,Books,1,15.15,Credit Card,22/03/2022,Kanyon
I100215,C198589,Male,27,Shoes,3,1800.51,Debit Card,12/4/2021,Mall of Istanbul
I646921,C184907,Female,21,Souvenir,3,35.19,Debit Card,4/4/2021,Kanyon
I161824,C303489,Male,23,Clothing,3,900.24,Credit Card,7/6/2022,Kanyon
I307889,C123827,Male,54,Clothing,5,1500.4,Debit Card,1/3/2022,Kanyon
I356010,C750477,Female,27,Food & Beverage,4,20.92,Credit Card,22/06/2022,Kanyon
I165553,C224453,Male,43,Clothing,1,300.08,Debit Card,21/04/2022,Zorlu Center
I203712,C208251,Male,35,Technology,5,5250,Credit Card,24/02/2023,Cevahir AVM
I322482,C148800,Female,62,Food & Beverage,1,5.23,Credit Card,15/11/2021,Zorlu Center
I322750,C333929,Female,46,Food & Beverage,2,10.46,Credit Card,24/01/2022,Mall of Istanbul
I174150,C101206,Male,47,Souvenir,2,23.46,Cash,14/09/2021,Emaar Square Mall
I225803,C111156,Male,37,Cosmetics,5,203.3,Credit Card,8/9/2022,Metropol AVM
I838531,C692712,Female,44,Toys,2,71.68,Credit Card,9/11/2022,Viaport Outlet
I787929,C158322,Male,60,Cosmetics,2,81.32,Cash,9/12/2021,Istinye Park
I221931,C219277,Male,51,Cosmetics,2,81.32,Credit Card,28/03/2022,Cevahir AVM
I738557,C160691,Male,67,Clothing,3,900.24,Credit Card,26/10/2021,Forum Istanbul
I261562,C280230,Female,27,Food & Beverage,1,5.23,Cash,14/07/2022,Zorlu Center
I179755,C753046,Male,20,Clothing,5,1500.4,Credit Card,13/01/2021,Metrocity
I242854,C790893,Male,55,Clothing,5,1500.4,Cash,13/11/2022,Metrocity
I293998,C312116,Male,69,Clothing,2,600.16,Credit Card,26/06/2021,Mall of Istanbul
I505539,C139108,Male,42,Cosmetics,3,121.98,Cash,26/03/2021,Kanyon
I258186,C251433,Female,56,Toys,4,143.36,Debit Card,5/2/2021,Metrocity
I319645,C153537,Male,58,Clothing,2,600.16,Credit Card,25/11/2021,Emaar Square Mall
I905518,C774506,Male,43,Cosmetics,1,40.66,Cash,19/06/2022,Cevahir AVM
I231116,C210000,Female,33,Cosmetics,4,162.64,Debit Card,12/8/2021,Zorlu Center
I162614,C813653,Male,24,Shoes,5,3000.85,Debit Card,22/03/2021,Zorlu Center
I572516,C904117,Female,53,Food & Beverage,1,5.23,Cash,9/1/2021,Kanyon
I313827,C266423,Male,41,Cosmetics,5,203.3,Debit Card,23/07/2021,Mall of Istanbul
I236453,C745415,Female,49,Clothing,1,300.08,Credit Card,21/10/2021,Mall of Istanbul
I325341,C141182,Female,26,Technology,5,5250,Credit Card,20/11/2022,Mall of Istanbul
I141846,C293158,Female,66,Cosmetics,1,40.66,Credit Card,16/05/2021,Kanyon
I599188,C159900,Female,54,Souvenir,1,11.73,Credit Card,15/10/2021,Kanyon
I124454,C326533,Male,55,Food & Beverage,2,10.46,Credit Card,15/06/2022,Metrocity
I131029,C772384,Female,60,Clothing,2,600.16,Credit Card,1/10/2021,Zorlu Center
I157736,C774879,Male,47,Clothing,4,1200.32,Debit Card,6/2/2023,Zorlu Center
I327144,C154664,Female,32,Clothing,4,1200.32,Cash,1/2/2021,Emaar Square Mall
I106359,C238741,Female,30,Shoes,4,2400.68,Credit Card,2/11/2022,Cevahir AVM
I315724,C234105,Female,51,Clothing,2,600.16,Cash,2/4/2021,Metropol AVM
I265735,C276576,Male,37,Cosmetics,2,81.32,Cash,22/08/2022,Kanyon
I201320,C149689,Female,59,Clothing,2,600.16,Cash,24/05/2022,Istinye Park
I796781,C157216,Female,65,Food & Beverage,5,26.15,Debit Card,9/6/2021,Viaport Outlet
I317792,C227574,Male,21,Food & Beverage,5,26.15,Credit Card,17/01/2021,Cevahir AVM
I117943,C192217,Female,47,Cosmetics,1,40.66,Cash,18/07/2021,Metrocity
I262714,C277000,Female,57,Cosmetics,2,81.32,Credit Card,8/10/2022,Mall of Istanbul
I612554,C101924,Female,29,Clothing,2,600.16,Cash,20/06/2021,Mall of Istanbul
I296162,C304459,Female,40,Cosmetics,3,121.98,Cash,26/05/2021,Mall of Istanbul
I236432,C331143,Female,54,Shoes,3,1800.51,Cash,4/2/2022,Istinye Park
I663837,C292159,Male,57,Cosmetics,3,121.98,Debit Card,4/3/2023,Viaport Outlet
I903341,C233382,Male,62,Cosmetics,4,162.64,Cash,16/12/2021,Kanyon
I221373,C111658,Male,27,Toys,2,71.68,Cash,30/08/2022,Metrocity
I608596,C238576,Male,63,Technology,2,2100,Credit Card,29/06/2021,Istinye Park
I442533,C192844,Female,56,Food & Beverage,1,5.23,Credit Card,18/11/2022,Forum Istanbul
I308728,C120260,Female,46,Toys,3,107.52,Credit Card,12/2/2021,Metrocity
I211960,C117662,Male,67,Clothing,5,1500.4,Cash,30/11/2021,Metropol AVM
I712438,C271397,Male,19,Clothing,1,300.08,Credit Card,4/11/2022,Mall of Istanbul
I278384,C212533,Female,35,Clothing,1,300.08,Cash,23/06/2021,Metropol AVM
I152666,C339710,Female,54,Food & Beverage,3,15.69,Cash,1/11/2021,Istinye Park
I167974,C319014,Female,64,Food & Beverage,3,15.69,Credit Card,9/7/2022,Istinye Park
I155858,C196260,Female,27,Cosmetics,4,162.64,Credit Card,12/2/2022,Kanyon
I258656,C327351,Female,54,Clothing,1,300.08,Credit Card,28/02/2022,Viaport Outlet
I100399,C250107,Female,46,Food & Beverage,5,26.15,Cash,1/2/2022,Mall of Istanbul
I178065,C311074,Female,37,Toys,5,179.2,Cash,28/12/2022,Kanyon
I381601,C440142,Male,47,Cosmetics,1,40.66,Debit Card,4/5/2022,Mall of Istanbul
I209598,C624233,Male,65,Books,2,30.3,Debit Card,14/12/2021,Metrocity
I136677,C474690,Male,63,Food & Beverage,3,15.69,Credit Card,31/01/2022,Kanyon
I299241,C517454,Female,31,Clothing,2,600.16,Cash,13/11/2021,Istinye Park
I656839,C515323,Female,28,Shoes,3,1800.51,Debit Card,5/4/2021,Mall of Istanbul
I264055,C117201,Female,40,Clothing,3,900.24,Cash,11/7/2022,Metropol AVM
I165291,C227256,Male,37,Toys,3,107.52,Cash,5/2/2022,Mall of Istanbul
I443078,C127347,Female,69,Technology,2,2100,Cash,9/8/2022,Mall of Istanbul
I673856,C838660,Female,32,Clothing,5,1500.4,Debit Card,15/04/2021,Emaar Square Mall
I929044,C127486,Female,69,Food & Beverage,4,20.92,Credit Card,10/5/2021,Kanyon
I416703,C272662,Male,55,Cosmetics,2,81.32,Credit Card,28/01/2023,Mall of Istanbul
I185568,C226986,Female,42,Books,1,15.15,Credit Card,30/03/2022,Metrocity
I118678,C185467,Male,28,Toys,3,107.52,Cash,9/1/2022,Mall of Istanbul
I827285,C119774,Male,51,Food & Beverage,4,20.92,Credit Card,24/11/2021,Mall of Istanbul
I113028,C262151,Male,38,Shoes,1,600.17,Cash,14/10/2021,Emaar Square Mall
I176383,C628383,Male,48,Books,4,60.6,Debit Card,28/02/2022,Forum Istanbul
I106654,C149870,Male,25,Toys,3,107.52,Credit Card,13/01/2023,Kanyon
I174262,C199138,Female,37,Clothing,4,1200.32,Cash,3/2/2021,Istinye Park
I290812,C133861,Female,62,Cosmetics,5,203.3,Debit Card,5/7/2021,Kanyon
I486025,C325395,Female,30,Toys,1,35.84,Cash,18/11/2022,Metrocity
I278475,C358699,Male,62,Food & Beverage,5,26.15,Cash,25/02/2022,Metropol AVM
I162363,C233736,Male,28,Clothing,1,300.08,Cash,7/1/2021,Metrocity
I338102,C216169,Female,54,Clothing,1,300.08,Credit Card,13/03/2021,Cevahir AVM
I255227,C144149,Female,63,Food & Beverage,1,5.23,Credit Card,28/11/2021,Mall of Istanbul
I118613,C782410,Male,41,Toys,4,143.36,Credit Card,7/3/2023,Mall of Istanbul
I964952,C232396,Female,31,Food & Beverage,3,15.69,Credit Card,6/12/2021,Metropol AVM
I672188,C267978,Female,47,Clothing,3,900.24,Cash,22/03/2022,Mall of Istanbul
I195117,C207627,Female,68,Food & Beverage,3,15.69,Cash,19/02/2022,Emaar Square Mall
I185116,C333470,Female,42,Souvenir,2,23.46,Credit Card,14/04/2021,Metropol AVM
I189583,C741739,Female,41,Toys,1,35.84,Cash,27/06/2022,Metrocity
I185369,C725229,Female,36,Clothing,5,1500.4,Credit Card,30/04/2022,Metropol AVM
I140093,C201825,Male,24,Toys,3,107.52,Debit Card,22/12/2021,Viaport Outlet
I262163,C327824,Male,66,Clothing,5,1500.4,Cash,5/2/2021,Kanyon
I258087,C903603,Female,45,Clothing,3,900.24,Credit Card,5/2/2021,Kanyon
I879389,C270765,Female,39,Books,5,75.75,Cash,26/03/2021,Viaport Outlet
I771966,C216872,Male,19,Clothing,4,1200.32,Debit Card,7/2/2021,Metropol AVM
I613727,C276932,Male,64,Cosmetics,3,121.98,Credit Card,7/11/2022,Kanyon
I209405,C239176,Male,67,Clothing,4,1200.32,Cash,11/1/2023,Istinye Park
I141494,C684377,Male,67,Clothing,2,600.16,Credit Card,28/10/2022,Zorlu Center
I310686,C153434,Female,18,Clothing,2,600.16,Cash,24/12/2022,Metrocity
I476947,C101471,Female,44,Toys,3,107.52,Credit Card,24/04/2021,Emaar Square Mall
