customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_sum,segment,churn_risk,priority_score
C264460,724,1,83.68,1,3,1,5,At Risk,high,20
C264567,125,1,7502,5,3,5,13,Loyal,medium,80
C264577,160,1,573.44,5,3,3,11,Loyal,medium,65
C264736,106,1,4801.28,5,3,4,12,Loyal,medium,72.5
C264794,186,1,4801.28,4,3,4,11,Loyal,high,65
C264822,462,1,322.56,3,3,3,9,Loyal,high,50
C264902,331,1,136.35,3,3,2,8,Potential,high,42.5
C264940,434,1,105.57,3,3,2,8,Potential,high,42.5
C265098,160,1,896,5,3,3,11,Loyal,medium,65
C265180,120,1,4801.28,5,3,4,12,Loyal,medium,72.5
C265212,390,1,1016.5,3,3,3,9,Loyal,high,50
C265214,212,1,40.66,4,3,1,8,Potential,high,42.5
C265373,119,1,600.17,5,3,3,11,Loyal,medium,65
C265458,25,1,83.68,5,3,1,9,Potential,low,50
C265546,220,1,4801.28,4,3,4,11,Loyal,high,65
C265568,445,1,20.92,3,3,1,7,Potential,high,35
C265572,408,1,15004.25,3,3,5,11,Loyal,high,65
C265636,716,1,47.07,1,3,1,5,At Risk,high,20
C265650,782,1,47.07,1,3,1,5,At Risk,high,20
C265661,1,1,5401.53,5,3,5,13,Loyal,low,80
C265675,728,1,293.25,1,3,2,6,At Risk,high,27.5
C265692,553,1,15004.25,2,3,5,10,At Risk,high,57.5
C265764,430,1,162.64,3,3,2,8,Potential,high,42.5
C265858,192,1,4801.28,4,3,4,11,Loyal,high,65
C265995,677,1,300.08,1,3,2,6,At Risk,high,27.5
C266019,698,1,2700.72,1,3,4,8,At Risk,high,42.5
C266021,362,1,293.25,3,3,2,8,Potential,high,42.5
C266073,446,1,4801.28,3,3,4,10,Loyal,high,57.5
C266145,120,1,896,5,3,3,11,Loyal,medium,65
C266194,49,1,35.84,5,3,1,9,Potential,low,50
C266198,794,1,4801.28,1,3,4,8,At Risk,high,42.5
C266210,126,1,7502,5,3,5,13,Loyal,medium,80
C266213,424,1,300.08,3,3,2,8,Potential,high,42.5
C266223,301,1,300.08,4,3,2,9,Potential,high,50
C266273,555,1,20.92,2,3,1,6,At Risk,high,27.5
C266317,748,1,11.73,1,3,1,5,At Risk,high,20
C266338,584,1,300.08,2,3,2,7,At Risk,high,35
C266339,637,1,1016.5,2,3,3,8,At Risk,high,42.5
C266350,612,1,2400.68,2,3,4,9,At Risk,high,50
C266423,594,1,1016.5,2,3,3,8,At Risk,high,42.5
C266480,392,1,7502,3,3,5,11,Loyal,high,65
C266543,734,1,9602.72,1,3,5,9,At Risk,high,50
C266643,64,1,40.66,5,3,1,9,Potential,low,50
C266661,209,1,650.56,4,3,3,10,Loyal,high,57.5
C266838,137,1,105.57,5,3,2,10,Potential,medium,57.5
C266888,407,1,1200.32,3,3,4,10,Loyal,high,57.5
C266941,374,1,378.75,3,3,3,9,Loyal,high,50
C266956,695,1,7502,1,3,5,9,At Risk,high,50
C267095,70,1,7502,5,3,5,13,Loyal,low,80
C267149,572,1,600.17,2,3,3,8,At Risk,high,42.5
C267354,151,1,2400.68,5,3,4,12,Loyal,medium,72.5
C267387,282,1,47.07,4,3,1,8,Potential,high,42.5
C267438,793,1,7502,1,3,5,9,At Risk,high,50
C267492,38,1,9602.72,5,3,5,13,Loyal,low,80
C267495,481,1,35.84,2,3,1,6,At Risk,high,27.5
C267675,713,1,7502,1,3,5,9,At Risk,high,50
C267741,326,1,35.84,3,3,1,7,Potential,high,35
C267766,755,1,105.57,1,3,2,6,At Risk,high,27.5
C267771,401,1,365.94,3,3,3,9,Loyal,high,50
C267793,84,1,896,5,3,3,11,Loyal,low,65
C267828,99,1,1200.32,5,3,4,12,Loyal,medium,72.5
C267887,723,1,26250,1,3,5,9,At Risk,high,50
C267895,723,1,1016.5,1,3,3,7,At Risk,high,35
C267943,73,1,573.44,5,3,3,11,Loyal,low,65
C267953,457,1,365.94,3,3,3,9,Loyal,high,50
C267978,352,1,2700.72,3,3,4,10,Loyal,high,57.5
C267980,674,1,47.07,1,3,1,5,At Risk,high,20
C268047,330,1,1200.32,3,3,4,10,Loyal,high,57.5
C268064,618,1,1200.32,2,3,4,9,At Risk,high,50
C268120,87,1,83.68,5,3,1,9,Potential,low,50
C268173,514,1,162.64,2,3,2,7,At Risk,high,35
C268432,465,1,15.15,3,3,1,7,Potential,high,35
C268477,393,1,365.94,3,3,3,9,Loyal,high,50
C268515,120,1,83.68,5,3,1,9,Potential,medium,50
C268560,49,1,162.64,5,3,2,10,Potential,low,57.5
C268598,387,1,365.94,3,3,3,9,Loyal,high,50
C268603,435,1,1200.32,3,3,4,10,Loyal,high,57.5
C268608,320,1,1200.32,3,3,4,10,Loyal,high,57.5
C268745,584,1,130.75,2,3,2,7,At Risk,high,35
C268772,473,1,1200.32,3,3,4,10,Loyal,high,57.5
C268802,292,1,1200.32,4,3,4,11,Loyal,high,65
C268861,653,1,15.15,1,3,1,5,At Risk,high,20
C269026,486,1,4801.28,2,3,4,9,At Risk,high,50
C269368,225,1,162.64,4,3,2,9,Potential,high,50
C269464,781,1,1200.32,1,3,4,8,At Risk,high,42.5
C269601,182,1,9602.72,4,3,5,12,Loyal,high,72.5
C269625,739,1,1200.32,1,3,4,8,At Risk,high,42.5
C269627,793,1,130.75,1,3,2,6,At Risk,high,27.5
C269638,148,1,4801.28,5,3,4,12,Loyal,medium,72.5
C269652,528,1,7502,2,3,5,10,At Risk,high,57.5
C269721,359,1,47.07,3,3,1,7,Potential,high,35
C269926,132,1,15004.25,5,3,5,13,Loyal,medium,80
C270008,57,1,365.94,5,3,3,11,Loyal,low,65
C270095,286,1,1050,4,3,3,10,Loyal,high,57.5
C270097,676,1,130.75,1,3,2,6,At Risk,high,27.5
C270215,512,1,130.75,2,3,2,7,At Risk,high,35
C270266,711,1,4801.28,1,3,4,8,At Risk,high,42.5
C270347,308,1,2700.72,4,3,4,11,Loyal,high,65
C270353,681,1,4801.28,1,3,4,8,At Risk,high,42.5
C270432,92,1,5401.53,5,3,5,13,Loyal,medium,80
C270538,56,1,4801.28,5,3,4,12,Loyal,low,72.5
C270653,116,1,896,5,3,3,11,Loyal,medium,65
C270663,500,1,7502,2,3,5,10,At Risk,high,57.5
C270684,369,1,2700.72,3,3,4,10,Loyal,high,57.5
C270690,144,1,2700.72,5,3,4,12,Loyal,medium,72.5
C270730,130,1,130.75,5,3,2,10,Potential,medium,57.5
C270760,656,1,47.07,1,3,1,5,At Risk,high,20
C270765,713,1,378.75,1,3,3,7,At Risk,high,35
C270819,29,1,83.68,5,3,1,9,Potential,low,50
C270821,602,1,15004.25,2,3,5,10,At Risk,high,57.5
C270888,100,1,105.57,5,3,2,10,Potential,medium,57.5
C270944,73,1,4801.28,5,3,4,12,Loyal,low,72.5
C270954,258,1,650.56,4,3,3,10,Loyal,high,57.5
C271037,179,1,1200.32,4,3,4,11,Loyal,medium,65
C271067,318,1,2400.68,3,3,4,10,Loyal,high,57.5
C271159,331,1,2400.68,3,3,4,10,Loyal,high,57.5
C271205,754,1,7502,1,3,5,9,At Risk,high,50
C271285,640,1,300.08,2,3,2,7,At Risk,high,35
C271317,94,1,7502,5,3,5,13,Loyal,medium,80
C271397,125,1,300.08,5,3,2,10,Potential,medium,57.5
C271522,442,1,300.08,3,3,2,8,Potential,high,42.5
C271544,636,1,83.68,2,3,1,6,At Risk,high,27.5
C271609,741,1,2700.72,1,3,4,8,At Risk,high,42.5
C271672,768,1,322.56,1,3,3,7,At Risk,high,35
C271992,743,1,130.75,1,3,2,6,At Risk,high,27.5
C272036,449,1,300.08,3,3,2,8,Potential,high,42.5
C272093,451,1,365.94,3,3,3,9,Loyal,high,50
C272147,243,1,4801.28,4,3,4,11,Loyal,high,65
C272164,786,1,5401.53,1,3,5,9,At Risk,high,50
C272338,226,1,896,4,3,3,10,Loyal,high,57.5
C272341,95,1,40.66,5,3,1,9,Potential,medium,50
C272390,194,1,1016.5,4,3,3,10,Loyal,high,57.5
C272410,57,1,7502,5,3,5,13,Loyal,low,80
C272590,419,1,1200.32,3,3,4,10,Loyal,high,57.5
C272598,442,1,293.25,3,3,2,8,Potential,high,42.5
C272662,40,1,162.64,5,3,2,10,Potential,low,57.5
C272779,562,1,47.07,2,3,1,6,At Risk,high,27.5
C272867,36,1,600.17,5,3,3,11,Loyal,low,65
C272877,322,1,130.75,3,3,2,8,Potential,high,42.5
C273076,730,1,1016.5,1,3,3,7,At Risk,high,35
C273188,137,1,300.08,5,3,2,10,Potential,medium,57.5
C273326,758,1,20.92,1,3,1,5,At Risk,high,20
C273331,765,1,40.66,1,3,1,5,At Risk,high,20
C273388,573,1,35.84,2,3,1,6,At Risk,high,27.5
C273423,290,1,40.66,4,3,1,8,Potential,high,42.5
C273491,680,1,47.07,1,3,1,5,At Risk,high,20
C273560,308,1,1200.32,4,3,4,11,Loyal,high,65
C273594,91,1,20.92,5,3,1,9,Potential,medium,50
C273645,671,1,130.75,1,3,2,6,At Risk,high,27.5
C273650,694,1,46.92,1,3,1,5,At Risk,high,20
C273739,727,1,896,1,3,3,7,At Risk,high,35
C273940,184,1,46.92,4,3,1,8,Potential,high,42.5
C274005,624,1,2700.72,2,3,4,9,At Risk,high,50
C274031,649,1,293.25,1,3,2,6,At Risk,high,27.5
C274092,45,1,365.94,5,3,3,11,Loyal,low,65
C274099,141,1,7502,5,3,5,13,Loyal,medium,80
C274101,756,1,300.08,1,3,2,6,At Risk,high,27.5
C274104,13,1,5401.53,5,3,5,13,Loyal,low,80
C274169,133,1,2700.72,5,3,4,12,Loyal,medium,72.5
C274211,655,1,7502,1,3,5,9,At Risk,high,50
C274249,739,1,11.73,1,3,1,5,At Risk,high,20
C274338,108,1,2700.72,5,3,4,12,Loyal,medium,72.5
C274364,323,1,4801.28,3,3,4,10,Loyal,high,57.5
C274418,598,1,293.25,2,3,2,7,At Risk,high,35
C274424,457,1,1200.32,3,3,4,10,Loyal,high,57.5
C274478,781,1,365.94,1,3,3,7,At Risk,high,35
C274610,147,1,650.56,5,3,3,11,Loyal,medium,65
C274701,669,1,2400.68,1,3,4,8,At Risk,high,42.5
C274908,517,1,143.36,2,3,2,7,At Risk,high,35
C274919,639,1,11.73,2,3,1,6,At Risk,high,27.5
C274933,376,1,16800,3,3,5,11,Loyal,high,65
C275049,319,1,46.92,3,3,1,7,Potential,high,35
C275082,553,1,300.08,2,3,2,7,At Risk,high,35
C275084,102,1,7502,5,3,5,13,Loyal,medium,80
C275146,609,1,1200.32,2,3,4,9,At Risk,high,50
C275419,610,1,4801.28,2,3,4,9,At Risk,high,50
C275423,160,1,1016.5,5,3,3,11,Loyal,medium,65
C275432,674,1,162.64,1,3,2,6,At Risk,high,27.5
C275514,222,1,4801.28,4,3,4,11,Loyal,high,65
C275605,399,1,1016.5,3,3,3,9,Loyal,high,50
C275691,563,1,20.92,2,3,1,6,At Risk,high,27.5
C275938,145,1,26250,5,3,5,13,Loyal,medium,80
C275963,250,1,187.68,4,3,2,9,Potential,high,50
C276152,790,1,1200.32,1,3,4,8,At Risk,high,42.5
C276219,152,1,300.08,5,3,2,10,Potential,medium,57.5
C276277,722,1,2700.72,1,3,4,8,At Risk,high,42.5
C276293,21,1,5.23,5,3,1,9,Potential,low,50
C276337,442,1,378.75,3,3,3,9,Loyal,high,50
C276382,45,1,2700.72,5,3,4,12,Loyal,low,72.5
C276489,320,1,4801.28,3,3,4,10,Loyal,high,57.5
C276576,199,1,162.64,4,3,2,9,Potential,high,50
C276603,574,1,40.66,2,3,1,6,At Risk,high,27.5
C276615,655,1,378.75,1,3,3,7,At Risk,high,35
C276633,188,1,1200.32,4,3,4,11,Loyal,high,65
C276667,52,1,7502,5,3,5,13,Loyal,low,80
C276849,352,1,9450,3,3,5,11,Loyal,high,65
C276917,188,1,1200.32,4,3,4,11,Loyal,high,65
C276932,122,1,365.94,5,3,3,11,Loyal,medium,65
C276940,455,1,136.35,3,3,2,8,Potential,high,42.5
C277000,152,1,162.64,5,3,2,10,Potential,medium,57.5
C277050,6,1,378.75,5,3,3,11,Loyal,low,65
C277066,331,1,9602.72,3,3,5,11,Loyal,high,65
C277082,49,1,15004.25,5,3,5,13,Loyal,low,80
C277381,227,1,1200.32,4,3,4,11,Loyal,high,65
C277406,710,1,40.66,1,3,1,5,At Risk,high,20
C277467,676,1,130.75,1,3,2,6,At Risk,high,27.5
C277491,399,1,300.08,3,3,2,8,Potential,high,42.5
C277498,27,1,573.44,5,3,3,11,Loyal,low,65
C277514,510,1,5401.53,2,3,5,10,At Risk,high,57.5
C277535,81,1,242.4,5,3,2,10,Potential,low,57.5
C277573,360,1,365.94,3,3,3,9,Loyal,high,50
C277635,311,1,26250,3,3,5,11,Loyal,high,65
C277665,661,1,600.17,1,3,3,7,At Risk,high,35
C277670,302,1,11.73,4,3,1,8,Potential,high,42.5
C277686,586,1,4801.28,2,3,4,9,At Risk,high,50
C277820,550,1,4801.28,2,3,4,9,At Risk,high,50
C278058,744,1,300.08,1,3,2,6,At Risk,high,27.5
C278100,455,1,4801.28,3,3,4,10,Loyal,high,57.5
C278108,320,1,40.66,3,3,1,7,Potential,high,35
C278171,615,1,573.44,2,3,3,8,At Risk,high,42.5
C278178,122,1,365.94,5,3,3,11,Loyal,medium,65
C278202,109,1,20.92,5,3,1,9,Potential,medium,50
C278250,219,1,162.64,4,3,2,9,Potential,high,50
C278262,354,1,300.08,3,3,2,8,Potential,high,42.5
C278392,218,1,35.84,4,3,1,8,Potential,high,42.5
C278466,626,1,322.56,2,3,3,8,At Risk,high,42.5
C278484,212,1,2700.72,4,3,4,11,Loyal,high,65
C278505,513,1,40.66,2,3,1,6,At Risk,high,27.5
C278511,61,1,650.56,5,3,3,11,Loyal,low,65
C278523,344,1,130.75,3,3,2,8,Potential,high,42.5
C278534,430,1,7502,3,3,5,11,Loyal,high,65
C278709,373,1,15004.25,3,3,5,11,Loyal,high,65
C278804,627,1,322.56,2,3,3,8,At Risk,high,42.5
C278952,284,1,300.08,4,3,2,9,Potential,high,50
C279076,555,1,650.56,2,3,3,8,At Risk,high,42.5
C279145,224,1,47.07,4,3,1,8,Potential,high,42.5
C279158,16,1,1200.32,5,3,4,12,Loyal,low,72.5
C279170,320,1,573.44,3,3,3,9,Loyal,high,50
C279207,11,1,15.15,5,3,1,9,Potential,low,50
C279227,85,1,573.44,5,3,3,11,Loyal,low,65
C279229,302,1,9602.72,4,3,5,12,Loyal,high,72.5
C279238,66,1,2700.72,5,3,4,12,Loyal,low,72.5
C279281,10,1,1200.32,5,3,4,12,Loyal,low,72.5
C279291,184,1,650.56,4,3,3,10,Loyal,high,57.5
C279478,251,1,1200.32,4,3,4,11,Loyal,high,65
C279491,170,1,40.66,4,3,1,8,Potential,medium,42.5
C279500,643,1,1200.32,1,3,4,8,At Risk,high,42.5
C279552,587,1,187.68,2,3,2,7,At Risk,high,35
C279555,103,1,20.92,5,3,1,9,Potential,medium,50
C279576,640,1,105.57,2,3,2,7,At Risk,high,35
C279615,782,1,365.94,1,3,3,7,At Risk,high,35
C279646,715,1,5.23,1,3,1,5,At Risk,high,20
C279860,85,1,187.68,5,3,2,10,Potential,low,57.5
C279948,647,1,46.92,1,3,1,5,At Risk,high,20
C280015,787,1,9602.72,1,3,5,9,At Risk,high,50
C280038,774,1,20.92,1,3,1,5,At Risk,high,20
C280056,739,1,4801.28,1,3,4,8,At Risk,high,42.5
C280058,405,1,300.08,3,3,2,8,Potential,high,42.5
C280063,529,1,143.36,2,3,2,7,At Risk,high,35
C280068,379,1,5.23,3,3,1,7,Potential,high,35
C280102,756,1,20.92,1,3,1,5,At Risk,high,20
C280178,75,1,300.08,5,3,2,10,Potential,low,57.5
C280230,238,1,5.23,4,3,1,8,Potential,high,42.5
C280283,581,1,293.25,2,3,2,7,At Risk,high,35
C280302,256,1,9602.72,4,3,5,12,Loyal,high,72.5
C280362,727,1,300.08,1,3,2,6,At Risk,high,27.5
C280379,273,1,300.08,4,3,2,9,Potential,high,50
C280479,231,1,300.08,4,3,2,9,Potential,high,50
C280489,746,1,1050,1,3,3,7,At Risk,high,35
C280522,368,1,143.36,3,3,2,8,Potential,high,42.5
C280628,354,1,9602.72,3,3,5,11,Loyal,high,65
C280645,696,1,105.57,1,3,2,6,At Risk,high,27.5
C280665,49,1,378.75,5,3,3,11,Loyal,low,65
C280825,528,1,47.07,2,3,1,6,At Risk,high,27.5
C280886,209,1,300.08,4,3,2,9,Potential,high,50
C280989,604,1,2700.72,2,3,4,9,At Risk,high,50
C281048,734,1,162.64,1,3,2,6,At Risk,high,27.5
C281079,289,1,143.36,4,3,2,9,Potential,high,50
C281138,156,1,162.64,5,3,2,10,Potential,medium,57.5
C281140,328,1,35.84,3,3,1,7,Potential,high,35
C281177,325,1,573.44,3,3,3,9,Loyal,high,50
C281365,324,1,300.08,3,3,2,8,Potential,high,42.5
C281431,277,1,650.56,4,3,3,10,Loyal,high,57.5
C281454,641,1,300.08,2,3,2,7,At Risk,high,35
C281458,509,1,293.25,2,3,2,7,At Risk,high,35
C281468,669,1,378.75,1,3,3,7,At Risk,high,35
C281497,793,1,1016.5,1,3,3,7,At Risk,high,35
C281635,243,1,322.56,4,3,3,10,Loyal,high,57.5
C281729,382,1,365.94,3,3,3,9,Loyal,high,50
C281777,548,1,83.68,2,3,1,6,At Risk,high,27.5
C281843,342,1,1200.32,3,3,4,10,Loyal,high,57.5
C281888,440,1,2700.72,3,3,4,10,Loyal,high,57.5
C282071,218,1,1200.32,4,3,4,11,Loyal,high,65
C282163,363,1,4801.28,3,3,4,10,Loyal,high,57.5
C282188,489,1,4200,2,3,4,9,At Risk,high,50
C282217,531,1,2400.68,2,3,4,9,At Risk,high,50
C282234,385,1,650.56,3,3,3,9,Loyal,high,50
C282307,660,1,300.08,1,3,2,6,At Risk,high,27.5
C282309,527,1,16800,2,3,5,10,At Risk,high,57.5
C282362,513,1,2700.72,2,3,4,9,At Risk,high,50
C282432,784,1,105.57,1,3,2,6,At Risk,high,27.5
C282504,573,1,7502,2,3,5,10,At Risk,high,57.5
C282529,308,1,4801.28,4,3,4,11,Loyal,high,65
C282749,175,1,1200.32,4,3,4,11,Loyal,medium,65
C282785,327,1,40.66,3,3,1,7,Potential,high,35
C282842,402,1,300.08,3,3,2,8,Potential,high,42.5
C282847,603,1,573.44,2,3,3,8,At Risk,high,42.5
C282863,536,1,300.08,2,3,2,7,At Risk,high,35
C282899,499,1,650.56,2,3,3,8,At Risk,high,42.5
C283001,261,1,2700.72,4,3,4,11,Loyal,high,65
C283156,629,1,46.92,2,3,1,6,At Risk,high,27.5
C283182,371,1,1200.32,3,3,4,10,Loyal,high,57.5
C283263,638,1,47.07,2,3,1,6,At Risk,high,27.5
C283288,463,1,9602.72,3,3,5,11,Loyal,high,65
C283371,99,1,5401.53,5,3,5,13,Loyal,medium,80
C283409,304,1,600.17,4,3,3,10,Loyal,high,57.5
C283436,738,1,300.08,1,3,2,6,At Risk,high,27.5
C283497,485,1,2700.72,2,3,4,9,At Risk,high,50
C283521,592,1,573.44,2,3,3,8,At Risk,high,42.5
C283847,175,1,83.68,4,3,1,8,Potential,medium,42.5
C283898,196,1,2400.68,4,3,4,11,Loyal,high,65
C283950,514,1,7502,2,3,5,10,At Risk,high,57.5
C284008,45,1,600.17,5,3,3,11,Loyal,low,65
C284047,686,1,1200.32,1,3,4,8,At Risk,high,42.5
C284162,672,1,1200.32,1,3,4,8,At Risk,high,42.5
C284182,788,1,7502,1,3,5,9,At Risk,high,50
C284233,273,1,7502,4,3,5,12,Loyal,high,72.5
C284317,738,1,1200.32,1,3,4,8,At Risk,high,42.5
C284369,172,1,2700.72,4,3,4,11,Loyal,medium,65
C284392,623,1,4801.28,2,3,4,9,At Risk,high,50
C284435,224,1,7502,4,3,5,12,Loyal,high,72.5
C284486,408,1,35.84,3,3,1,7,Potential,high,35
C284549,556,1,47.07,2,3,1,6,At Risk,high,27.5
C284570,791,1,4801.28,1,3,4,8,At Risk,high,42.5
C284741,781,1,83.68,1,3,1,5,At Risk,high,20
C284792,73,1,130.75,5,3,2,10,Potential,low,57.5
C284794,751,1,4200,1,3,4,8,At Risk,high,42.5
C284998,429,1,1200.32,3,3,4,10,Loyal,high,57.5
C285241,249,1,5401.53,4,3,5,12,Loyal,high,72.5
C285291,551,1,2700.72,2,3,4,9,At Risk,high,50
C285305,566,1,4801.28,2,3,4,9,At Risk,high,50
C285335,774,1,40.66,1,3,1,5,At Risk,high,20
C285350,729,1,130.75,1,3,2,6,At Risk,high,27.5
C285433,449,1,47.07,3,3,1,7,Potential,high,35
C285569,624,1,4801.28,2,3,4,9,At Risk,high,50
C285578,181,1,40.66,4,3,1,8,Potential,high,42.5
C285644,575,1,4801.28,2,3,4,9,At Risk,high,50
C285683,580,1,20.92,2,3,1,6,At Risk,high,27.5
C285691,201,1,7502,4,3,5,12,Loyal,high,72.5
C285706,211,1,2400.68,4,3,4,11,Loyal,high,65
C285770,361,1,130.75,3,3,2,8,Potential,high,42.5
C285814,160,1,242.4,5,3,2,10,Potential,medium,57.5
C285904,250,1,60.6,4,3,1,8,Potential,high,42.5
C285940,26,1,136.35,5,3,2,10,Potential,low,57.5
C285950,518,1,2700.72,2,3,4,9,At Risk,high,50
C285995,679,1,7502,1,3,5,9,At Risk,high,50
C286129,86,1,1200.32,5,3,4,12,Loyal,low,72.5
C286188,55,1,47.07,5,3,1,9,Potential,low,50
C286250,782,1,15.15,1,3,1,5,At Risk,high,20
C286431,405,1,4801.28,3,3,4,10,Loyal,high,57.5
C286439,516,1,7502,2,3,5,10,At Risk,high,57.5
C286556,748,1,187.68,1,3,2,6,At Risk,high,27.5
C286570,457,1,300.08,3,3,2,8,Potential,high,42.5
C286607,329,1,47.07,3,3,1,7,Potential,high,35
C286611,339,1,7502,3,3,5,11,Loyal,high,65
C286673,208,1,47.07,4,3,1,8,Potential,high,42.5
C286808,14,1,896,5,3,3,11,Loyal,low,65
C286914,737,1,2700.72,1,3,4,8,At Risk,high,42.5
C286964,571,1,4801.28,2,3,4,9,At Risk,high,50
C286984,231,1,2700.72,4,3,4,11,Loyal,high,65
C287117,22,1,2700.72,5,3,4,12,Loyal,low,72.5
C287139,582,1,130.75,2,3,2,7,At Risk,high,35
C287152,80,1,1200.32,5,3,4,12,Loyal,low,72.5
C287298,341,1,300.08,3,3,2,8,Potential,high,42.5
C287302,211,1,26250,4,3,5,12,Loyal,high,72.5
C287350,33,1,2700.72,5,3,4,12,Loyal,low,72.5
C287416,669,1,26250,1,3,5,9,At Risk,high,50
C287434,184,1,4801.28,4,3,4,11,Loyal,high,65
C287469,435,1,35.84,3,3,1,7,Potential,high,35
C287478,512,1,2400.68,2,3,4,9,At Risk,high,50
C287566,120,1,300.08,5,3,2,10,Potential,medium,57.5
C287571,63,1,300.08,5,3,2,10,Potential,low,57.5
C287612,130,1,650.56,5,3,3,11,Loyal,medium,65
C287614,491,1,15004.25,2,3,5,10,At Risk,high,57.5
C287643,20,1,60.6,5,3,1,9,Potential,low,50
C287651,574,1,5.23,2,3,1,6,At Risk,high,27.5
C287679,550,1,7502,2,3,5,10,At Risk,high,57.5
C287719,170,1,83.68,4,3,1,8,Potential,medium,42.5
C287749,269,1,300.08,4,3,2,9,Potential,high,50
C287762,190,1,378.75,4,3,3,10,Loyal,high,57.5
C287851,437,1,143.36,3,3,2,8,Potential,high,42.5
C287975,376,1,136.35,3,3,2,8,Potential,high,42.5
C287988,728,1,5401.53,1,3,5,9,At Risk,high,50
C288060,726,1,162.64,1,3,2,6,At Risk,high,27.5
C288071,18,1,4801.28,5,3,4,12,Loyal,low,72.5
C288107,475,1,4801.28,3,3,4,10,Loyal,high,57.5
C288332,588,1,11.73,2,3,1,6,At Risk,high,27.5
C288387,522,1,1200.32,2,3,4,9,At Risk,high,50
C288389,494,1,5401.53,2,3,5,10,At Risk,high,57.5
C288390,540,1,322.56,2,3,3,8,At Risk,high,42.5
C288417,196,1,143.36,4,3,2,9,Potential,high,50
C288504,19,1,1016.5,5,3,3,11,Loyal,low,65
C288566,346,1,83.68,3,3,1,7,Potential,high,35
C288568,564,1,162.64,2,3,2,7,At Risk,high,35
C288579,39,1,20.92,5,3,1,9,Potential,low,50
C288725,482,1,300.08,2,3,2,7,At Risk,high,35
C288757,762,1,4801.28,1,3,4,8,At Risk,high,42.5
C288923,664,1,1200.32,1,3,4,8,At Risk,high,42.5
C289038,150,1,16800,5,3,5,13,Loyal,medium,80
C289055,69,1,7502,5,3,5,13,Loyal,low,80
C289058,3,1,20.92,5,3,1,9,Potential,low,50
C289069,656,1,1016.5,1,3,3,7,At Risk,high,35
C289298,695,1,130.75,1,3,2,6,At Risk,high,27.5
C289303,430,1,5.23,3,3,1,7,Potential,high,35
C289488,694,1,300.08,1,3,2,6,At Risk,high,27.5
C289531,705,1,5401.53,1,3,5,9,At Risk,high,50
C289569,125,1,83.68,5,3,1,9,Potential,medium,50
C289601,414,1,20.92,3,3,1,7,Potential,high,35
C289633,44,1,9450,5,3,5,13,Loyal,low,80
C289661,121,1,162.64,5,3,2,10,Potential,medium,57.5
C289791,488,1,896,2,3,3,8,At Risk,high,42.5
C290147,48,1,365.94,5,3,3,11,Loyal,low,65
C290195,500,1,573.44,2,3,3,8,At Risk,high,42.5
C290218,687,1,4200,1,4,4,9,At Risk,high,52.5
C290348,630,1,35.84,2,4,1,7,At Risk,high,37.5
C290521,492,1,2700.72,2,4,4,10,At Risk,high,60
C290525,2,1,300.08,5,4,2,11,Potential,low,67.5
C290597,632,1,573.44,2,4,3,9,At Risk,high,52.5
C290626,226,1,20.92,4,4,1,9,Potential,high,52.5
C290728,183,1,83.68,4,4,1,9,Potential,high,52.5
C290733,83,1,2700.72,5,4,4,13,Champions,low,82.5
C290766,411,1,2700.72,3,4,4,11,Loyal,high,67.5
C290804,38,1,5401.53,5,4,5,14,Champions,low,90
C290859,608,1,650.56,2,4,3,9,At Risk,high,52.5
C290981,219,1,2700.72,4,4,4,12,Champions,high,75
C291030,87,1,573.44,5,4,3,12,Loyal,low,75
C291072,450,1,1200.32,3,4,4,11,Loyal,high,67.5
C291111,220,1,322.56,4,4,3,11,Loyal,high,67.5
C291151,159,1,83.68,5,4,1,10,Potential,medium,60
C291224,239,1,187.68,4,4,2,10,Potential,high,60
C291302,74,1,162.64,5,4,2,11,Potential,low,67.5
C291487,95,1,300.08,5,4,2,11,Potential,medium,67.5
C291620,689,1,365.94,1,4,3,8,At Risk,high,45
C291656,494,1,365.94,2,4,3,9,At Risk,high,52.5
C291691,566,1,650.56,2,4,3,9,At Risk,high,52.5
C291699,743,1,35.84,1,4,1,6,At Risk,high,30
C291793,689,1,5.23,1,4,1,6,At Risk,high,30
C291887,637,1,5.23,2,4,1,7,At Risk,high,37.5
C291979,722,1,573.44,1,4,3,8,At Risk,high,45
C292055,522,1,130.75,2,4,2,8,At Risk,high,45
C292127,139,1,7502,5,4,5,14,Champions,medium,90
C292159,5,1,365.94,5,4,3,12,Loyal,low,75
C292330,223,1,896,4,4,3,11,Loyal,high,67.5
C292366,634,1,7502,2,4,5,11,At Risk,high,67.5
C292377,642,1,2700.72,1,4,4,9,At Risk,high,52.5
C292448,740,1,2700.72,1,4,4,9,At Risk,high,52.5
C292498,357,1,40.66,3,4,1,8,Potential,high,45
C292579,29,1,365.94,5,4,3,12,Loyal,low,75
C292663,207,1,162.64,4,4,2,10,Potential,high,60
C292697,762,1,40.66,1,4,1,6,At Risk,high,30
C292819,642,1,1016.5,1,4,3,8,At Risk,high,45
C292964,197,1,20.92,4,4,1,9,Potential,high,52.5
C293120,598,1,300.08,2,4,2,8,At Risk,high,45
C293134,417,1,1016.5,3,4,3,10,Loyal,high,60
